GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
 "25003","Berkshire, MA",1,CAEMP25N,800,"48-49","   Transportation and warehousing ","Number of jobs",1167,1138,1111,1160,1149,1172,1142,1133,1052,1024,1018,1047,1084,(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "25003","Berkshire, MA",1,CAEMP25N,900,"51","   Information ","Number of jobs",1538,1390,1304,1294,1304,1225,1289,1309,1225,1230,1166,1127,1095,1089,1060,1049,1100,1096,1364,1234,1140,1204
 "25003","Berkshire, MA",1,CAEMP25N,1000,"52","   Finance and insurance ","Number of jobs",2695,2656,2731,2647,2731,2717,2962,3110,3247,3155,3334,3189,3087,2993,3156,3315,3103,3198,3134,3288,3426,3676
 "25003","Berkshire, MA",1,CAEMP25N,1100,"53","   Real estate and rental and leasing ","Number of jobs",2022,2176,2211,2386,2574,2633,2747,2703,2650,2669,2685,2576,2686,2761,2861,2926,3088,3212,3062,3257,3566,3951
 "25003","Berkshire, MA",1,CAEMP25N,1200,"54","   Professional, scientific, and technical services ","Number of jobs",4006,3930,4549,4736,4857,4918,5030,4975,4868,4860,4845,4947,5076,5099,5430,5374,5424,5553,5307,5505,5730,5956
 "25003","Berkshire, MA",1,CAEMP25N,1300,"55","   Management of companies and enterprises ","Number of jobs",987,1039,940,849,685,725,628,485,263,258,257,265,242,262,294,327,350,329,316,316,323,364
 "25003","Berkshire, MA",1,CAEMP25N,1400,"56","   Administrative and support and waste management and remediation services ","Number of jobs",2657,2951,3111,3290,3305,3458,3388,3466,3313,3272,3282,3192,3233,3321,3646,3639,3868,4058,3719,3512,3908,3777
 "25003","Berkshire, MA",1,CAEMP25N,1500,"61","   Educational services ","Number of jobs",4185,4221,4531,4420,4489,4483,4664,4831,4754,4808,4821,5490,5669,5652,5645,5528,5360,5531,5768,5051,4865,5388
 "25003","Berkshire, MA",1,CAEMP25N,1600,"62","   Health care and social assistance ","Number of jobs",10665,10803,10873,11096,11755,11964,12536,12839,12849,13019,12855,13647,13806,13673,14169,14283,14298,14217,14116,13267,13186,13340
 "25003","Berkshire, MA",1,CAEMP25N,1700,"71","   Arts, entertainment, and recreation ","Number of jobs",2892,2932,2892,2887,3069,3106,3230,3282,3282,3396,3518,3458,3573,3696,3833,3857,3912,4014,3593,2963,3150,3322
 "25003","Berkshire, MA",1,CAEMP25N,1800,"72","   Accommodation and food services ","Number of jobs",7414,7644,7693,7644,7575,7631,7654,7701,7364,7174,7345,7457,7638,7919,7819,7749,7821,7783,7868,5620,6434,7184
